,Carbohydrate,Energy,Fat,Fibre,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Of which Polyunsaturated,Iron,Omega 3,Vitamin A,Vitamin B12,Sodium,Vitamin D,Calcium,Of which Trans,Vitamin C,Selenium,Thiamin,Iodine,Potassium,Riboflavin,Vitamin E,Vitamin B6,Biotin,Copper,Of which Polyols,Manganese,Omega 6,Folic Acid,Niacin,Polyunsaturates,Salt Equivalent,Magnesium,Pathogenic Acid,Zinc,Of which Starch,Vitamin K,Chloride,Pantothenic Acid,Cholesterol,Of which Cholesterol,box,label-glued,shrinkwrap,Omega 9
1308,8.0g,41kcal,<0.5g,2.1g,0.0g,5.5g,0.9g,0.04g,Waitrose Diced Butternut & Sweet Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,17.2g,82kcal,<0.5g,1.7g,0.0g,0.6g,2.1g,0.02g,Duchy Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,21,99kcal,0.2,2.6,0.1,1.3,2.5,0.05,Albert Bartlett Elfe Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,
1311,19.6g,91kcal,<0.5g,2.0g,0.0g,0.9g,1.9g,0.0g,Baking Potatoes,,,,,,,,,,,,,,443mg,,,,,,,,,,,,,,,,,,,,,,,,,
1312,14.9g,71kcal,<0.5g,1.8g,0.0g,1.1g,1.8g,0.0g,Waitrose Miniature Potatoes,,,,,,,,,,,,,,377mg,,,,,,,,,,,,,,,,,,,,,,,,,
1313,19.6g,91kcal,<0.5g,2.0g,<0.1g,0.9g,1.9g,<0.01g,Extra Large Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,9.7g,109kcal,6.6g,1.8g,4.4g,1.4g,1.8g,0.42g,Waitrose Mashed Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,14.9g,71kcal,<0.5g,1.8g,0.0g,1.1g,1.8g,0.0g,Waitrose La Ratte Potatoes,,,,,,,,,,,,,,377mg,,,,,,,,,,,,,,,,,,,,,,,,,
1316,14.3g,103kcal,4.0g,1.5g,2.8g,1.1g,1.7g,0.53g,Essential Mashed Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,17.2g,82kcal,0.2g,1.7g,trace,0.6g,2.1g,0.02g,Waitrose Duchy Baking Potatoes,,,,,,,,,,18% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,26.0g,248kcal,14.0g,2.8g,1.0g,1.6g,3.1g,0.39g,Waitrose Crispy Potato Slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,14.1g,116kcal,5.4g,1.9g,1.9g,2.4g,1.6g,0.12g,Waitrose Parmentier Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,9.9g,133kcal,8.1g,1.1g,4.9g,1.3g,4.7g,0.61g,Waitrose potato gratin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,21.3g,99kcal,<0.5g,,0.1g,5.7g,1.2g,0.10g,Sweet Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,16,75kcal,0.1,1.6,0.01,0.8,1.8,0.01,Albert Bartlett Rooster Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,
1323,4.7g,29kcal,<0.5g,1.8g,<0.1g,4.5g,0.9g,0.04g,Essential Turnips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,17.2g,84kcal,<0.5g,2.4g,<0.1g,0.6g,2.1g,<0.01g,Essential Less Perfect Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,16.8g,109kcal,2.3g,3.2g,1.5g,1.8g,3.6g,0.18g,Waitrose 2 Cheesy Filled Jacket Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,14.3g,110kcal,4.8g,1.9g,2.7g,1.0g,1.5g,0.18g,Waitrose Seasoned Charlotte Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,14,159kcal,9.9,6.5,1.4,2.7,2.4,0.09,Albert Bartlett Apache Potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,
1328,11.8g,157kcal,9.0g,3.1g,6.3g,0.7g,5.6g,0.64g,Waitrose cheddar mash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,20.2g,136kcal,4.1g,3.7g,1.2g,2.0g,2.8g,0.33g,Waitrose Potato Wedges with Sour Cream Dip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,21.3g,99kcal,0.3g,3.0g,0.1g,5.7g,1.2g,0.1g,Stokes Purple Sweet Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,32.6g,261kcal,12.1g,5.0g,1.1g,19.0g,3.0g,0.91g,Waitrose Sweet Potato Fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,3.0g,28kcal,0.5g,1.5g,0.1g,2.8g,2.0g,0.02g,Essential Salad Onions Bunched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,8.0g,41kcal,<0.5g,2.2g,0.0g,6.2g,1.0g,0.0g,Essential Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,7.9g,41kcal,0.2g,1.4g,trace,5.6g,1.2g,trace,Waitrose Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,7.9g,41kcal,0.2g,1.4g,,5.6g,1.2g,trace,Red Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,16.3g,106kcal,0.6g,2.1g,0.1g,1.6g,7.9g,trace,Cooks' Ingredients Garlic,0.3g,,,,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,8.0g,41kcal,<0.5g,2.2g,<0.1g,6.2g,1.0g,<0.01g,Essential Red Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,7.9g,42kcal,<0.5g,1.8g,<0.1g,5.6g,1.2g,0.03g,Duchy Brown Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,3.0g,28kcal,0.5g,,<0.1g,2.8g,2.0g,0.02g,Duchy Organic Salad Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,3.8g,23kcal,0.1g,1.6g,0.1g,2.3g,1.0g,0.06g,Waitrose Cooks' Ingredients Diced Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,3.0g,28kcal,0.5g,1.5g,<0.1g,2.8g,2.0g,0.02g,Continental Salad Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,16.3g,106kcal,0.6g,2.1g,0.1g,1.6g,7.9g,0.01g,Waitrose Duchy Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,3.0g,28kcal,0.5g,,<0.1g,2.8g,2.0g,0.02g,Trimmed Salad Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,7.9g,42kcal,<0.5g,,<0.1g,5.6g,1.2g,0.01g,Duchy Organic Red Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,7.9g,42kcal,<0.5g,1.8g,<0.1g,5.6g,1.2g,<0.01g,Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,18.0g,113kcal,0.6g,4.4g,0.1g,<0.5g,6.8g,0.05g,Cooks' Ingredients peeled garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,7.9g,41kcal,<0.5g,1.4g,<0.1g,5.6g,1.2g,0.0g,Cooks' Ingredients four onions fresh & diced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,7.9g,41kcal,<0.5g,1.4g,<0.1g,5.6g,1.2g,0.0g,Cooks' Ingredients red onion sliced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,7.9g,41kcal,0.2g,1.4g,trace,5.6g,1.2g,trace,Waitrose Large Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,7.9g,41kcal,<0.5g,1.4g,<0.1g,5.6g,1.2g,<0.01g,Small Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,29.4g,160kcal,0.6g,0.0g,,24.2g,9.3g,0.03g,Cooks' Ingredients Black Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,4.2g,30kcal,<0.5g,1.5g,0.0g,4.2g,1.8g,0.03g,Cooks' Ingredients Red Chillies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,4.2g,30kcal,<0.5g,1.5g,0.0g,0.7g,1.8g,0.02g,Cooks' Ingredients Mixed Thai Chillies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,0.7g,23kcal,0.6g,1.5g,0.0g,0.7g,2.9g,0.02g,Cooks' Ingredients Green Chillies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,25.3g,113kcal,<0.5g,,0.1g,0.0g,1.8g,0.06g,Cooks' Ingredients lemon grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,10.7g,62kcal,0.6g,,0.1g,4.5g,2.6g,0.75g,Cooks' Ingredients mixed chillies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,10.7g,62kcal,0.6g,,0.1g,4.5g,2.6g,0.77g,Cooks' Ingredients red & green chillies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,0.0g,Cooks' Ingredients Turmeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,6.5g,39kcal,<0.5g,2.8g,,4.1g,0.9g,0.0g,Cooks' Ingredients jalapeno chillies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,10.3g,78kcal,<0.5g,,0.1g,7.0g,4.5g,0.20g,Limited Selection Horseradish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,6.4g,36kcal,<0.5g,,0.1g,6.1g,1.0g,0.0g,Essential Red Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,3.8g,24kcal,<0.5g,2.0g,0.1g,3.7g,0.8g,0.01g,Essential Mixed Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,5.8g,33kcal,0.3g,,<0.1g,5.6g,1.1g,0g,Sweet Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,2.6g,20kcal,<0.5g,,0.1g,2.4g,0.8g,0.0g,Essential Green Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,6.4g,36kcal,<0.5g,1.6g,0.1g,6.1g,1.0g,0.0g,Romano Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,6.4g,37kcal,<0.5g,2.1g,0.1g,6.1g,1.0g,0.01g,Duchy Organic Romano Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,6.4g,36kcal,<0.5g,1.6g,0.1g,6.1g,1.0g,0.0g,Essential Yellow Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,6.4g,36kcal,<0.5g,1.6g,0.1g,6.1g,1.0g,0.0g,Essential Orange Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,6.4g,36kcal,<0.5g,1.6g,0.1g,6.1g,1.0g,0.0g,Duchy Organic Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,6.4g,37kcal,<0.5g,2.1g,0.1g,6.1g,1.0g,0.01g,Waitrose mixed romano peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,6.4g,37kcal,<0.5g,2.1g,0.1g,6.1g,1.0g,0.0g,Sweet Baby Red Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,6.4g,37kcal,<0.5g,,0.1g,6.1g,1.0g,0.0g,Essential Less Than Perfect Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,10.7g,74kcal,2.4g,2.5g,0.2g,8.7g,1.3g,0.03g,Waitrose Butternut Squash Slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,7.7g,44kcal,<0.5g,3.9g,0.1g,7.2g,0.5g,0.07g,Essential Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,7.7g,41kcal,<0.5g,2.4g,0.1g,7.2g,0.5g,0.07g,Duchy Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,12.5g,77kcal,1.1g,4.7g,0.2g,5.7g,1.8g,0.03g,Essential Parsnips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,5.8g,33kcal,<0.5g,3.0g,0.0g,5.7g,0.7g,0.02g,Essential Swede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,7.7g,41kcal,<0.5g,2.4g,0.1g,7.2g,0.5g,0.07g,Duchy Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,6.0g,35kcal,<0.5g,2.4g,0.1g,5.6g,0.7g,0.01g,Baby Topped Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,7.7g,44kcal,<0.5g,3.9g,0.1g,7.2g,0.5g,0.07g,Sweet Kingdom Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,7.9g,42kcal,<0.5g,2.8g,0.1g,7.4g,0.6g,0.08g,Chantenay Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,12.5g,77kcal,1.1g,4.7g,0.2g,5.7g,1.8g,0.03g,Duchy Parsnips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,7.4g,43kcal,<0.5g,3.9g,0.1g,7.0g,<0.5g,0.07g,Waitrose Sweet Kingdom Orange Mini Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,5.9g,37kcal,0.5g,3.0g,0.1g,5.5g,0.7g,0.10g,Essential Carrot Batons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,12.5g,77kcal,1.1g,4.7g,0.2g,5.7g,1.8g,0.03g,Waitrose Baby Parsnips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,7.9g,42kcal,0.3g,2.8g,0.1g,7.4g,0.6g,0.06g,Waitrose DOrg Bunched Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,7.6g,43kcal,<0.5g,,0.1g,5.3g,0.9g,0.0g,Essential Vegetable Selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,12.5g,77kcal,1.1g,4.7g,0.2g,5.7g,1.8g,0.03g,Essential Large Parsnips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,6.0g,36kcal,0.5g,2.4g,0.1g,5.6g,0.7g,0.01g,No.1 Baby Rainbow Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,8.6g,53kcal,0.6g,4.8g,0.4g,4.4g,1.0g,0.3g,Mash Direct Carrot & Parsnip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,7.7g,44kcal,<0.5g,3.9g,0.1g,7.2g,0.5g,0.07g,Trio of Chantenay Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,7.7g,44kcal,<0.5g,3.9g,0.1g,7.2g,0.5g,0.07g,Sweet Kingdom Coloured Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,7.7g,41kcal,<0.5g,2.4g,0.1g,7.2g,0.5g,0.07g,Essential Less Than Perfect Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,7.4g,43kcal,<0.5g,3.9g,0.1g,7.0g,<0.5g,0.07g,Waitrose Sweet Kingdom Rainbow Mini Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,2.9g,27kcal,0.5g,,0.1g,2.2g,1.6g,0.01g,Baby Leeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,<0.5g,8kcal,<0.5g,0.7g,0.1g,<0.5g,1.0g,0.0g,Essential Cup Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,<0.5g,8kcal,<0.5g,,0.1g,<0.5g,1.0g,0.01g,Button Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,<0.5g,8kcal,<0.5g,,0.1g,<0.5g,1.0g,0.01g,Duchy Organic Chestnut Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,<0.5g,8kcal,<0.5g,,0.1g,<0.5g,1.0g,0.01g,Waitrose Large Flat Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,0.4g,15kcal,0.5g,1.0g,0.1g,0.2g,1.8g,,Essential Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,0.4g,16kcal,0.5g,1.1g,0.1g,0.2g,1.8g,trace,Duchy Organic White Cup Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,6.8g,46kcal,0.5g,2.5g,0.0g,2.4g,2.2g,0.02g,Shiitake Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,3.3g,33kcal,<0.5g,2.8g,0.0g,0.6g,2.8g,<0.01g,No.1 Woodland Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,<0.5g,8kcal,<0.5g,0.7g,0.1g,<0.5g,1.0g,0.01g,Leckford Estate Portabella Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,4.8g,40kcal,0.5g,2.8g,0.0g,0.8g,2.6g,0.02g,British King Oyster Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,2.2g,23kcal,<0.5g,3.4g,0.1g,2.0g,0.9g,0.0g,Essential Aubergines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,2.0g,22kcal,<0.5g,,0.1g,1.9g,2.0g,0.0g,Essential Courgettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,1.8g,20kcal,<0.5g,0.9g,0.2g,1.7g,1.8g,0.0g,Courgettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,1.8g,20kcal,<0.5g,0.9g,0.1g,1.7g,1.8g,0.0g,Baby Courgettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,2.2g,20kcal,<0.5g,2.0g,0.1g,2.0g,0.9g,<0.01g,Waitrose Duchy Aubergine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,3.2g,43kcal,0.6g,4.0g,0.2g,1.9g,4.3g,0.02g,Tenderstem Broccoli Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,3.0g,38kcal,0.9g,1.8g,0.2g,2.5g,3.6g,0.02g,essential Waitrose Loose Cauliflower,0.5g,,,,,0.01g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,5.0g,39kcal,<0.5g,1.6g,0.2g,2.3g,3.3g,0.02g,Waitrose trimmed tenderstem broccoli,,,,,,,,,,99% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,1.8g,38kcal,0.9g,2.6g,0.2g,1.5g,4.4g,0.02g,Duchy Broccoli,,,,,,,,,,109% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,3.2g,43kcal,0.6g,4.0g,0.2g,1.9g,4.3g,0.20g,Broccoli Crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,3.2g,43kcal,0.6g,4.0g,0.2g,1.9g,4.3g,0.02g,Duchy Tenderstem Broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,3.2g,43kcal,0.6g,4.0g,0.2g,1.9g,4.3g,0.02g,Purple sprouting broccoli spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,3.2g,43kcal,0.6g,4.0g,0.2g,1.9g,4.3g,0.02g,Tenderstem Broccoli Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,3.0g,40kcal,0.9g,2.5g,0.2g,2.5g,3.6g,0.02g,Waitrose Baby Cauliflowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,3.0g,39kcal,0.9g,2.0g,0.2g,2.5g,3.6g,0.02g,Duchy Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,5.1g,45kcal,0.8g,3.9g,0.2g,4.3g,2.5g,0.04g,"Waitrose Carrot, Cauliflower & Broccoli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,2.4g,39kcal,0.9g,2.6g,0.2g,2.0g,4.0g,0.02g,Cauliflower & Broccoli Florets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,4.4g,35kcal,<0.5g,1.8g,0.2g,2.9g,2.5g,0.02g,No.1 Sweet Sprouting Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,4.0g,50kcal,1.4g,3.8g,0.3g,3.1g,3.5g,0.02g,Waitrose trimmed baby sprouts,,,,,,,,,,144% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,<0.5g,19kcal,0.6g,1.0g,0.1g,0.0g,2.6g,0.08g,Essential Spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,4.1g,36kcal,<0.5g,4.1g,0.1g,4.1g,2.4g,0.02g,Essential Pointed Spring Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,4.1g,51kcal,1.4g,4.1g,0.2g,3.1g,3.5g,0.02g,Trimmed Sprouts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,1.6g,29kcal,0.8g,2.1g,0.1g,1.5g,2.8g,0.03g,Waitrose Baby Spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,1.6g,29kcal,0.8g,2.2g,0.1g,1.5g,2.8g,0.35g,Duchy Spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,1.4g,40kcal,1.6g,3.1g,0.2g,1.3g,3.4g,0.11g,Essential Kale,,,,,,,,,,138% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,4.1g,51kcal,1.4g,4.1g,0.2g,3.1g,3.5g,0.02g,Brussels Sprouts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,1.6g,29kcal,0.8g,2.1g,0.1g,1.5g,2.8g,0.03g,Waitrose ready washed spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,4.1g,31kcal,0.4g,2.3g,0.1g,4.0g,1.7g,trace,Duchy Organic Pointed Spring Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,3.1g,40kcal,1.0g,3.4g,0.1g,2.7g,3.0g,0.05g,Baby Leaf Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,1.9g,19kcal,<0.5g,2.0g,<0.1g,1.5g,1.5g,0.10g,Green Pak Choi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,4.1g,36kcal,<0.5g,4.1g,0.1g,4.1g,2.4g,0.02g,Essential Savoy Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,1.4g,38kcal,1.6g,,0.2g,1.3g,3.4g,0.11g,Waitrose Duchy Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,3.1g,40kcal,1.0g,3.4g,0.1g,2.7g,3.0g,0.05g,Essential Spring Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,1.4g,40kcal,1.6g,3.1g,0.2g,1.3g,3.4g,0.28g,Pentland Brig Kale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,<0.5g,19kcal,0.6g,1.0g,0.1g,0.0g,2.6g,0.08g,Essential Spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,1.6g,29kcal,0.8g,2.1g,0.1g,1.5g,2.8g,0.03g,Waitrose ready washed spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,1.9g,19kcal,<0.5g,2.0g,<0.1g,1.5g,1.5g,0.10g,Waitrose Baby pak choi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2.9g,24kcal,0.2g,,0g,0.6g,1.8g,0.53g,Swiss Chard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,4.1g,51kcal,1.4g,4.1g,0.3g,3.1g,3.5g,0.02g,Kalettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,1.4g,41kcal,1.6g,3.6g,0.2g,1.3g,3.4g,0.11g,Thick Cut Cavolo Nero,,,,,,,,,,138% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,4.0g,50kcal,1.4g,3.8g,0.3g,3.1g,3.5g,0.02g,Waitrose Trimmed Sprouts,,,,,,,,,,144% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,4.1g,33kcal,0.4g,3.1g,0.1g,4.0g,1.7g,trace,Savoy Cabbage,,,,,,,,,,61% of NRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,1.3g,35kcal,1.2g,2.5g,0.8g,0.6g,4.7g,0.04g,Good4U Salad Topper Super Sprouts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,1.9g,19kcal,<0.5g,2.0g,<0.1g,1.5g,1.5g,0.10g,Limited Selection Tat Soi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
